id,name,type,attribute,race,level,attack_points,defense_points,cost,rarity,description,image
632,Stone Ogre Grotto,Normal Monster,EARTH,Rock,5,1600,1500,5,Common,A behemoth shaped by giant boulders.,https://images.ygoprodeck.com/images/cards/15023985.jpg
633,Winged Egg of New Life,Normal Monster,LIGHT,Fairy,5,1400,1700,5,Common,''It is said to signal that life is growing in a woman's womb.'',https://images.ygoprodeck.com/images/cards/42418084.jpg
634,Night Lizard,Normal Monster,WATER,Aqua,4,1150,1300,4,Common,''A lizard warrior protected by a hide of very tough emerald scales.'',https://images.ygoprodeck.com/images/cards/78402798.jpg
635,Queen's Double,Effect Monster,EARTH,Warrior,1,350,300,1,Common,This monster may attack your opponent's Life Points directly.,https://images.ygoprodeck.com/images/cards/5901497.jpg
636,Blue-Winged Crown,Normal Monster,WIND,Winged Beast,4,1600,1200,4,Common,"With hair shaped like a crown and a body encased in bluish white flames, this bird is a formidable sight.",https://images.ygoprodeck.com/images/cards/41396436.jpg
637,Trent,Normal Monster,EARTH,Plant,5,1500,1800,5,Common,"A guardian of the woods, this massive tree is believed to be immortal.",https://images.ygoprodeck.com/images/cards/78780140.jpg
638,Queen of Autumn Leaves,Normal Monster,EARTH,Plant,5,1800,1500,5,Common,"Queen of the Emerald Forest and wife of the Spirit King, she lives surrounded by vivid red leaves.",https://images.ygoprodeck.com/images/cards/4179849.jpg
639,Amphibious Bugroth,Fusion Monster,WATER,Aqua,5,1850,1300,5,Common,"""Ground Attacker Bugroth"" + ""Defender of the Sea""",https://images.ygoprodeck.com/images/cards/40173854.jpg
640,Acid Crawler,Normal Monster,EARTH,Insect,3,900,700,3,Common,''A giant caterpillar that secretes an acid mist that melts anything.'',https://images.ygoprodeck.com/images/cards/77568553.jpg
641,Invader of the Throne,Flip Effect Monster,EARTH,Warrior,4,1350,1700,4,Common,FLIP: Select 1 monster on your opponent's side of the field and switch control of it with this card. This effect cannot be activated during the Battle Phase.,https://images.ygoprodeck.com/images/cards/3056267.jpg
642,Mystical Sheep #1,Effect Monster,EARTH,Beast,3,1150,900,3,Common,"You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s).",https://images.ygoprodeck.com/images/cards/30451366.jpg
643,Disk Magician,Normal Monster,DARK,Machine,4,1350,1000,4,Common,This monster hides in a saucer and only appears when executing an attack.,https://images.ygoprodeck.com/images/cards/76446915.jpg
644,Flame Viper,Normal Monster,EARTH,Pyro,2,400,450,2,Common,A fire-breathing snake whose speed makes it a difficult target.,https://images.ygoprodeck.com/images/cards/2830619.jpg
645,Royal Guard,Normal Monster,EARTH,Machine,6,1900,2200,6,Common,''A mechanized soldier created to protect royalty.'',https://images.ygoprodeck.com/images/cards/39239728.jpg
646,Gruesome Goo,Normal Monster,WATER,Aqua,3,1300,700,3,Common,A slime boss that is definitely tougher than it looks.,https://images.ygoprodeck.com/images/cards/65623423.jpg
647,Hyosube,Normal Monster,WATER,Aqua,4,1500,900,4,Common,"This amphibian is strong on the attack, but leaves much to be desired when defending.",https://images.ygoprodeck.com/images/cards/2118022.jpg
648,Machine Attacker,Normal Monster,EARTH,Machine,5,1600,1300,5,Common,"''This machine, created to lead charges into enemy territory, mows down enemies by rushing.''",https://images.ygoprodeck.com/images/cards/38116136.jpg
649,Hibikime,Normal Monster,EARTH,Warrior,4,1450,1000,4,Common,Confuses enemy monsters with a noise that is harsh to the ears.,https://images.ygoprodeck.com/images/cards/64501875.jpg
650,Whiptail Crow,Normal Monster,DARK,Fiend,4,1650,1600,4,Common,Attacks from the skies with a whip-like tail.,https://images.ygoprodeck.com/images/cards/91996584.jpg
651,Kunai with Chain,Trap Card,,Normal,0,0,0,0,Common,"Activate 1 or both of these effects (simultaneously).
● When an opponent's monster declares an attack: Target the attacking monster; change that target to Defense Position.
● Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK.",https://images.ygoprodeck.com/images/cards/37390589.jpg
652,Magical Labyrinth,Spell Card,,Equip,0,0,0,0,Common,"Equip only to ""Labyrinth Wall"". You can Tribute the equipped monster; Special Summon ""Wall Shadow"" from your Deck.",https://images.ygoprodeck.com/images/cards/64389297.jpg
653,Warrior Elimination,Spell Card,,Normal,0,0,0,0,Common,Destroy all Warrior monsters on the field.,https://images.ygoprodeck.com/images/cards/90873992.jpg
654,Salamandra,Spell Card,,Equip,0,0,0,0,Common,Equip only to a FIRE monster. It gains 700 ATK.,https://images.ygoprodeck.com/images/cards/32268901.jpg
655,Cursebreaker,Normal Monster,LIGHT,Spellcaster,6,1700,1700,6,Common,,
656,Eternal Rest,Spell Card,,Normal,0,0,0,0,Common,Destroy all monsters equipped with Equip Cards.,https://images.ygoprodeck.com/images/cards/95051344.jpg
657,Megamorph,Spell Card,,Equip,0,0,0,0,Common,"While your LP is lower than your opponent's, the equipped monster's ATK becomes double its original ATK. While your LP is higher, the equipped monster's ATK becomes half its original ATK.",https://images.ygoprodeck.com/images/cards/22046459.jpg
658,Metalmorph,Trap Card,,Normal,0,0,0,0,Common,"Target 1 face-up monster on the field; equip this card to that target. It gains 300 ATK/DEF. If it attacks, it gains ATK equal to half the ATK of the attack target, during damage calculation only.",https://images.ygoprodeck.com/images/cards/68540059.jpg
659,Winged Trumpeter,Normal Monster,WIND,Machine,6,2100,1300,6,Common,,
660,Stain Storm,Normal Monster,DARK,Dragon,3,1200,1400,3,Common,,
661,Crush Card,Trap Card,,Normal,0,0,0,0,Common,"Tribute 1 DARK monster with 1000 or less ATK; your opponent takes no damage until the end of the next turn after this card resolves, also, you look at your opponent's hand and all monsters they control, and if you do, destroy the monsters among them with 1500 or more ATK, then your opponent can destroy up to 3 monsters with 1500 or more ATK in their Deck.",https://images.ygoprodeck.com/images/cards/57728570.jpg
662,Eradicating Aerosol,Spell Card,,Normal,0,0,0,0,Common,Destroy all Insect monsters on the field.,https://images.ygoprodeck.com/images/cards/94716515.jpg
663,Breath of Light,Spell Card,,Normal,0,0,0,0,Common,Destroy all face-up Rock-Type monsters on the field.,https://images.ygoprodeck.com/images/cards/20101223.jpg
664,Eternal Drought,Spell Card,,Normal,0,0,0,0,Common,Destroy all face-up Fish-Type monsters on the field.,https://images.ygoprodeck.com/images/cards/56606928.jpg
665,Curse of Millennium Shield,Normal Monster,WIND,Machine,4,1700,1100,4,Common,,
666,Yamadron Ritual,Normal Monster,DARK,Dragon,5,1800,1200,5,Common,,
667,Gate Guardian Ritual,Normal Monster,LIGHT,Spellcaster,6,1900,1300,6,Common,,
668,Bright Castle,Normal Monster,EARTH,Warrior,3,2000,1400,3,Common,,
669,Shadow Spell,Trap Card,,Continuous,0,0,0,0,Common,"Activate this card by targeting 1 face-up monster your opponent controls; it loses 700 ATK, also it cannot attack or change its battle position. When it leaves the field, destroy this card.",https://images.ygoprodeck.com/images/cards/29267084.jpg
670,Black Luster Ritual,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Black Luster Soldier"". You must also Tribute monsters from your hand or field whose total Levels equal 8 or more.",https://images.ygoprodeck.com/images/cards/55761792.jpg
671,Zera Ritual,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Zera the Mant"". You must also Tribute monsters from the field or your hand whose total Levels equal 8 or more.",https://images.ygoprodeck.com/images/cards/81756897.jpg
672,Harpie's Feather Duster,Spell Card,,Normal,0,0,0,0,Common,Destroy all Spell and Trap Cards your opponent controls.,https://images.ygoprodeck.com/images/cards/18144507.jpg
673,War-Lion Ritual,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Super War-Lion"". You must also Tribute monsters from your hand or field whose total Levels equal 7 or more.",https://images.ygoprodeck.com/images/cards/54539105.jpg
674,Beastly Mirror Ritual,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Fiend's Mirror"". You must also Tribute monsters from the field or your hand whose total Levels equal 6 or more.",https://images.ygoprodeck.com/images/cards/81933259.jpg
675,Ultimate Dragon,Fusion Monster,LIGHT,Dragon,12,4500,3800,12,Common,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""
Your opponent cannot target or destroy this card with card effects. Once per turn: You can target 1 card your opponent controls; destroy it. If this card was Fusion Summoned using a monster whose original name is ""Blue-Eyes Alternative White Dragon"" as material, you can target up to 3 cards your opponent controls instead. This card cannot attack the turn this effect is activated.",https://images.ygoprodeck.com/images/cards/43228023.jpg
676,Commencement Dance,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Performance of Sword"". You must also Tribute monsters whose total Level Stars equal 6 or more from the field or your hand.",https://images.ygoprodeck.com/images/cards/43417563.jpg
677,Hamburger Recipe,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Hungry Burger"". You must also Tribute monsters whose total Level Stars equal 6 or more from the field or your hand.",https://images.ygoprodeck.com/images/cards/80811661.jpg
678,Revival of Sennen Genjin,Normal Monster,DARK,Dragon,5,2000,1600,5,Common,,
679,Novox's Prayer,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Skull Guardian"". You must also offer monsters whose total Level Stars equal 7 or more as a Tribute from the field or your hand.",https://images.ygoprodeck.com/images/cards/43694075.jpg
680,Curse of Tri-Horned Dragon,Normal Monster,EARTH,Warrior,3,1200,1000,3,Common,,
681,House of Adhesive Tape,Trap Card,,Normal,0,0,0,0,Common,"If the DEF of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed.",https://images.ygoprodeck.com/images/cards/15083728.jpg
682,Eatgaboon,Trap Card,,Normal,0,0,0,0,Common,"If the ATK of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed.",https://images.ygoprodeck.com/images/cards/42578427.jpg
683,Bear Trap,Normal Monster,WIND,Machine,6,1500,1300,6,Common,,
684,Invisible Wire,Normal Monster,DARK,Dragon,3,1600,1400,3,Common,,
685,Acid Trap Hole,Trap Card,,Normal,0,0,0,0,Common,"Target 1 face-down Defense Position monster on the field; flip it face-up, then destroy it if its DEF is 2000 or less, or return it face-down if its DEF is more than 2000.",https://images.ygoprodeck.com/images/cards/41356845.jpg
686,Widespread Ruin,Trap Card,,Normal,0,0,0,0,Common,"When an opponent's monster declares an attack: Destroy the Attack Position monster your opponent controls with the highest ATK (your choice, if tied).",https://images.ygoprodeck.com/images/cards/77754944.jpg
687,Goblin Fan,Trap Card,,Continuous,0,0,0,0,Common,"When a Level 2 or lower monster is Flip Summoned, destroy it. Its effects do not activate at that time.",https://images.ygoprodeck.com/images/cards/4149689.jpg
688,Bad Reaction to Simochi,Trap Card,,Continuous,0,0,0,0,Common,"As long as this card remains face-up on the field, any effect of increasing your opponent's Life Points is changed to inflict the same amount of points in damage to your opponent's Life Points.",https://images.ygoprodeck.com/images/cards/40633297.jpg
689,Reverse Trap,Trap Card,,Normal,0,0,0,0,Common,"Until the End Phase, all effects that add or subtract ATK or DEF are reversed. (Additions now subtract, and subtractions now add, instead. Multiplications and divisions, including halving/doubling, are not affected.)",https://images.ygoprodeck.com/images/cards/77622396.jpg
690,Fake Trap,Trap Card,,Normal,0,0,0,0,Common,"Activate only when your opponent activates a Spell, Trap, or Effect Monster's effect that would destroy a Trap Card(s) you control. Destroy this card instead. (If the cards that would have been destroyed are face-down, you can look at them to confirm.)",https://images.ygoprodeck.com/images/cards/3027001.jpg
691,Revived Serpent Night Dragon,Normal Monster,LIGHT,Spellcaster,6,1300,1300,6,Common,,
692,Turtle Oath,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Crab Turtle"". You must also offer monsters whose total Level Stars equal 8 or more as a Tribute from the field or your hand.",https://images.ygoprodeck.com/images/cards/76806714.jpg
693,Contract of Mask,Normal Monster,WATER,Fiend,4,1500,1500,4,Common,,
694,Resurrection of Chakra,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Chakra"". You must also Tribute monsters from your hand or field whose total Levels equal 7 or more.",https://images.ygoprodeck.com/images/cards/39399168.jpg
695,Puppet Ritual,Spell Card,,Normal,0,0,0,0,Common,"If your opponent's Life Points are at least 2000 higher than yours: You can target 2 Level 8 ""Gimmick Puppet"" monsters in your Graveyard; Special Summon those targets. You can only activate 1 ""Puppet Ritual"" per turn. You cannot conduct your Battle Phase the turn you activate this card.",https://images.ygoprodeck.com/images/cards/1969506.jpg
696,Javelin Beetle Pact,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Javelin Beetle"". You must also Tribute monsters from the field or your hand whose total Levels equal 8 or more.",https://images.ygoprodeck.com/images/cards/41182875.jpg
697,Garma Sword Oath,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Garma Sword"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.",https://images.ygoprodeck.com/images/cards/78577570.jpg
698,Cosmo Queen's Prayer,Normal Monster,EARTH,Warrior,5,2000,1200,5,Common,,
699,Revival of Dokurorider,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Dokurorider"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",https://images.ygoprodeck.com/images/cards/31066283.jpg
700,Fortress Whale's Oath,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Fortress Whale"". You must also Tribute monsters from your hand or field whose total Levels equal 7 or more.",https://images.ygoprodeck.com/images/cards/77454922.jpg
701,Performance of Sword,Ritual Monster,EARTH,Warrior,6,1950,1850,6,Common,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Commencement Dance"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",https://images.ygoprodeck.com/images/cards/4849037.jpg
702,Hungry Burger,Ritual Monster,DARK,Warrior,6,2000,1850,6,Common,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Hamburger Recipe"". You must also Tribute monsters whose total Level Stars equal 6 or more from the field or your hand.",https://images.ygoprodeck.com/images/cards/30243636.jpg
703,Sengenjin,Normal Monster,EARTH,Beast-Warrior,8,2750,2500,8,Common,An unstoppable savage that carries Millennium Items.,https://images.ygoprodeck.com/images/cards/76232340.jpg
704,Skull Guardian,Ritual Monster,LIGHT,Warrior,7,2050,2500,7,Common,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Novox's Prayer"". You must also offer monsters whose total Level Stars equal 7 or more as a Tribute from the field or your hand.",https://images.ygoprodeck.com/images/cards/3627449.jpg
